Medicine Type,Contour Area,Contour Perimeter,Chain Code Length,Chain Code,RGB Histograms,Gray Histogram,Measures,Aspect Ratio,Extent,Solidity
Pill,28291.5,821.1198381185532,771,"[2, 3, 3, 3, 3, 3, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 0, 2, 3, 3, 3, 1, 7, 0, 1, 2, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 7, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 0, 6, 0, 0, 1, 0, 2, 3, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 2, 2, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 1, 1, 0, 2, 2, 1, 1, 1, 1, 0, 1, 2, 1, 0, 1, 1, 1, 7, 7, 7, 0, 2, 1, 0, 6, 0, 0, 7, 0, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 0, 1, 1, 1, 1, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 0, 1, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 6, 0, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 3, 3, 3, 3, 4, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 2, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 6, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 7, 7, 7, 6, 5, 6, 7, 0, 2, 6, 6, 6, 4, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 6, 5, 5, 4, 5, 5, 4, 5, 6, 7, 5, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 4, 6, 4, 5, 5, 5, 5, 5, 4, 6, 5, 5, 5, 5, 6, 5, 5, 6, 7, 6, 4, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 5, 6, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 6, 4, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 4, 5, 5, 5, 5, 6, 4, 5, 6, 4, 5, 5, 5, 5, 5, 5, 6, 5, 5, 4, 6, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 7, 7, 7, 7, 7, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 4]","[3.0811e+04 8.1400e+02 5.5300e+02 5.0200e+02 4.5700e+02 4.4600e+02
 4.7400e+02 4.9500e+02 4.2700e+02 4.8300e+02 4.7000e+02 3.6800e+02
 4.0600e+02 3.8100e+02 3.2100e+02 3.5300e+02 2.9200e+02 2.7900e+02
 2.4600e+02 2.1700e+02 1.7200e+02 1.6600e+02 1.6000e+02 1.5600e+02
 1.5600e+02 1.7600e+02 1.6200e+02 1.6200e+02 1.8000e+02 1.6000e+02
 1.6200e+02 1.8800e+02 1.8600e+02 1.6100e+02 1.6600e+02 1.5800e+02
 1.5700e+02 1.7800e+02 1.8800e+02 1.8000e+02 1.6400e+02 1.6800e+02
 1.8100e+02 2.0000e+02 2.0000e+02 1.7100e+02 2.1900e+02 1.9800e+02
 1.7700e+02 2.2600e+02 2.0400e+02 2.2400e+02 1.9900e+02 1.9900e+02
 2.1400e+02 2.1500e+02 2.0100e+02 1.8100e+02 1.7800e+02 1.5200e+02
 1.7500e+02 1.4200e+02 1.4500e+02 1.4400e+02 1.4200e+02 1.7100e+02
 1.2700e+02 1.3700e+02 1.5700e+02 1.7100e+02 1.8400e+02 1.9000e+02
 2.0600e+02 2.1100e+02 2.1600e+02 1.9400e+02 1.8200e+02 1.6400e+02
 1.6500e+02 1.6800e+02 1.6300e+02 1.7700e+02 1.7900e+02 1.9100e+02
 1.9400e+02 2.1800e+02 2.1700e+02 2.2500e+02 2.0000e+02 2.2800e+02
 2.4100e+02 2.5200e+02 2.5000e+02 2.8500e+02 2.7800e+02 2.7300e+02
 2.7100e+02 2.6500e+02 2.8400e+02 3.0400e+02 2.6400e+02 2.8000e+02
 3.2900e+02 2.9300e+02 2.8700e+02 3.1300e+02 3.1900e+02 3.8500e+02
 3.9000e+02 3.6000e+02 3.9500e+02 4.3800e+02 4.9000e+02 6.0900e+02
 6.7100e+02 7.0500e+02 7.5600e+02 8.1200e+02 8.4100e+02 7.8100e+02
 8.2000e+02 8.6000e+02 9.4500e+02 8.5600e+02 8.7600e+02 7.6700e+02
 7.2700e+02 6.8200e+02 7.1900e+02 6.6300e+02 7.1000e+02 7.1600e+02
 7.4100e+02 7.4200e+02 7.6500e+02 7.8900e+02 8.8300e+02 9.9300e+02
 1.0000e+03 1.1180e+03 1.2200e+03 1.2880e+03 1.2910e+03 1.3600e+03
 1.4600e+03 1.5370e+03 1.5860e+03 1.7320e+03 1.8460e+03 1.8750e+03
 2.0130e+03 1.9640e+03 2.0460e+03 2.2180e+03 2.3270e+03 2.0800e+03
 1.9760e+03 1.8100e+03 1.7750e+03 1.6400e+03 1.5950e+03 1.3740e+03
 1.1010e+03 8.4300e+02 6.6800e+02 6.2500e+02 4.6600e+02 3.9800e+02
 3.2200e+02 2.9400e+02 2.3700e+02 1.6900e+02 1.5400e+02 1.1700e+02
 9.5000e+01 9.0000e+01 7.8000e+01 7.5000e+01 6.3000e+01 5.8000e+01
 5.5000e+01 4.5000e+01 4.4000e+01 4.1000e+01 3.5000e+01 4.4000e+01
 5.0000e+01 3.2000e+01 5.5000e+01 3.6000e+01 3.4000e+01 3.3000e+01
 2.9000e+01 2.8000e+01 1.9000e+01 3.3000e+01 3.4000e+01 3.6000e+01
 2.7000e+01 1.6000e+01 1.5000e+01 7.0000e+00 5.0000e+00 4.0000e+00
 4.0000e+00 1.0000e+00 0.0000e+00 2.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[1.0021e+04 4.8800e+02 2.2500e+02 1.4600e+02 1.4200e+02 1.6800e+02
 1.7000e+02 1.4800e+02 1.6300e+02 1.4000e+02 1.5000e+02 1.1500e+02
 1.3500e+02 1.3700e+02 1.2700e+02 9.4000e+01 1.1600e+02 8.7000e+01
 8.3000e+01 7.7000e+01 5.9000e+01 5.3000e+01 4.8000e+01 5.0000e+01
 4.9000e+01 6.0000e+01 4.8000e+01 6.7000e+01 5.1000e+01 4.7000e+01
 6.5000e+01 5.5000e+01 7.3000e+01 5.3000e+01 5.4000e+01 5.1000e+01
 4.6000e+01 6.2000e+01 6.6000e+01 4.2000e+01 5.6000e+01 5.4000e+01
 5.9000e+01 6.9000e+01 6.9000e+01 8.5000e+01 6.6000e+01 5.5000e+01
