Medicine Type,Contour Area,Contour Perimeter,Chain Code Length,Chain Code,RGB Histograms,Gray Histogram,Measures,Aspect Ratio,Extent,Solidity
Pill,28291.5,821.1198381185532,771,"[2, 3, 3, 3, 3, 3, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 0, 2, 3, 3, 3, 1, 7, 0, 1, 2, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 7, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 0, 6, 0, 0, 1, 0, 2, 3, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 2, 2, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 1, 1, 0, 2, 2, 1, 1, 1, 1, 0, 1, 2, 1, 0, 1, 1, 1, 7, 7, 7, 0, 2, 1, 0, 6, 0, 0, 7, 0, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 0, 1, 1, 1, 1, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 0, 1, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 6, 0, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 3, 3, 3, 3, 4, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 2, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 6, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 7, 7, 7, 6, 5, 6, 7, 0, 2, 6, 6, 6, 4, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 6, 5, 5, 4, 5, 5, 4, 5, 6, 7, 5, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 4, 6, 4, 5, 5, 5, 5, 5, 4, 6, 5, 5, 5, 5, 6, 5, 5, 6, 7, 6, 4, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 5, 6, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 6, 4, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 4, 5, 5, 5, 5, 6, 4, 5, 6, 4, 5, 5, 5, 5, 5, 5, 6, 5, 5, 4, 6, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 7, 7, 7, 7, 7, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 4]","[3.0811e+04 8.1400e+02 5.5300e+02 5.0200e+02 4.5700e+02 4.4600e+02
 5.7000e+01 7.2000e+01 7.4000e+01 6.9000e+01 7.8000e+01 8.4000e+01
 6.8000e+01 7.5000e+01 6.5000e+01 5.3000e+01 5.3000e+01 5.3000e+01
 5.2000e+01 5.0000e+01 4.8000e+01 5.8000e+01 4.2000e+01 3.8000e+01
 4.8000e+01 5.2000e+01 5.6000e+01 6.1000e+01 5.0000e+01 6.0000e+01
 6.7000e+01 7.3000e+01 7.7000e+01 6.9000e+01 5.5000e+01 5.3000e+01
 6.5000e+01 5.8000e+01 4.5000e+01 7.6000e+01 4.3000e+01 6.3000e+01
 6.7000e+01 7.0000e+01 8.0000e+01 9.1000e+01 6.5000e+01 6.5000e+01
 8.0000e+01 8.3000e+01 1.0200e+02 8.9000e+01 8.9000e+01 9.0000e+01
 1.0300e+02 9.9000e+01 1.1900e+02 8.4000e+01 8.1000e+01 1.0000e+02
 9.0000e+01 8.3000e+01 9.4000e+01 1.0800e+02 9.3000e+01 1.0000e+02
 9.5000e+01 8.7000e+01 1.1300e+02 1.3600e+02 2.1100e+02 2.8900e+02
 3.2500e+02 2.9900e+02 2.9000e+02 3.0500e+02 2.9600e+02 2.5700e+02
 2.6300e+02 2.7200e+02 2.5200e+02 2.4700e+02 2.1100e+02 2.0700e+02
 2.1500e+02 2.4200e+02 2.3900e+02 2.1400e+02 2.5400e+02 2.6300e+02
 2.6100e+02 2.1800e+02 2.0400e+02 2.6900e+02 2.2500e+02 2.4600e+02
 2.8000e+02 2.9900e+02 2.8800e+02 4.2900e+02 4.3600e+02 5.2300e+02
 5.6000e+02 5.2400e+02 5.1900e+02 5.1100e+02 5.3300e+02 4.4500e+02
 4.8000e+02 5.4100e+02 6.1000e+02 6.7800e+02 7.4700e+02 7.5500e+02
 8.0300e+02 9.3500e+02 8.5300e+02 7.0300e+02 5.2700e+02 4.7400e+02
 4.3100e+02 3.0600e+02 2.4100e+02 2.0300e+02 1.8400e+02 1.3800e+02
 1.1000e+02 9.7000e+01 6.3000e+01 6.5000e+01 3.3000e+01 4.3000e+01
 4.3000e+01 3.0000e+01 2.4000e+01 2.6000e+01 1.6000e+01 1.8000e+01
 1.8000e+01 1.8000e+01 1.2000e+01 1.1000e+01 1.2000e+01 1.8000e+01
 1.2000e+01 1.9000e+01 1.5000e+01 1.6000e+01 8.0000e+00 1.0000e+01
 8.0000e+00 8.0000e+00 6.0000e+00 1.6000e+01 7.0000e+00 1.3000e+01
 1.0000e+01 7.0000e+00 4.0000e+00 2.0000e+00 4.0000e+00 1.0000e+00
 1.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[(51.1764705882353, 57.35294117647059)]",0.8923076923076924,0.8338196286472148,0.9031748312024135
""
